Season,Week,Rk,Team,Conference,W,L,NetRtg,AdjRtg,AdjRk,Win %,PyW %,Luck,Luck Z,Ortg,DRtg,PF,PA,ODrives,DDrives,SOS,SOS rank
2020,1,1,Army,FBS Independents,1,0,700.000,233.333,1,1.000,0.947,0.053,0.168,700.000,0.000,42,0,6,7,-233.333,10
2020,1,2,BYU,FBS Independents,1,0,435.256,117.628,2,1.000,0.847,0.153,0.480,458.333,23.077,55,3,12,13,-117.628,9
2020,1,3,Memphis,American Athletic,1,0,108.333,54.167,3,1.000,0.641,0.359,1.127,308.333,200.000,37,24,12,12,-54.167,8
2020,1,4,South Alabama,Sun Belt,1,0,80.909,40.455,4,1.000,0.607,0.393,1.233,290.909,210.000,32,21,11,10,-40.455,7
2020,1,5,SMU,American Athletic,1,0,36.813,18.407,5,1.000,0.555,0.445,1.397,221.429,184.615,31,24,14,13,-18.407,6
2020,1,6,Texas State,Sun Belt,0,1,-36.813,-18.407,6,0.000,0.445,-0.445,-1.397,184.615,221.429,24,31,13,14,18.407,5
2020,1,7,Southern Miss,Conference USA,0,1,-80.909,-40.455,7,0.000,0.393,-0.393,-1.233,210.000,290.909,21,32,10,11,40.455,4
2020,1,8,Arkansas State,Sun Belt,0,1,-108.333,-54.167,8,0.000,0.359,-0.359,-1.127,200.000,308.333,24,37,12,12,54.167,3
2020,1,9,Navy,American Athletic,0,1,-435.256,-117.628,9,0.000,0.153,-0.153,-0.480,23.077,458.333,3,55,13,12,117.628,2
2020,1,10,Middle Tennessee,Conference USA,0,1,-700.000,-233.333,10,0.000,0.053,-0.053,-0.168,0.000,700.000,0,42,7,6,233.333,1
2020,2,2,BYU,FBS Independents,1,0,435.256,117.628,2,1.000,0.847,0.153,0.480,458.333,23.077,55,3,12,13,-117.628,9
2020,2,2,Texas,Big 12,1,0,432.418,108.516,3,1.000,0.828,0.172,0.568,453.846,21.429,59,3,13,14,-108.516,32
2020,2,3,Army,FBS Independents,2,0,425.817,240.404,1,1.000,0.902,0.098,0.325,464.706,38.889,79,7,17,18,-120.202,34
2020,2,3,Memphis,American Athletic,1,0,108.333,54.167,3,1.000,0.641,0.359,1.127,308.333,200.000,37,24,12,12,-54.167,8
2020,2,4,Clemson,ACC,1,0,184.615,92.308,4,1.000,0.754,0.246,0.814,284.615,100.000,37,13,13,13,-92.308,31
2020,2,5,North Carolina,ACC,1,0,178.571,89.286,6,1.000,0.781,0.219,0.724,221.429,42.857,31,6,14,14,-89.286,30
2020,2,5,SMU,American Athletic,1,0,36.813,18.407,5,1.000,0.555,0.445,1.397,221.429,184.615,31,24,14,13,-18.407,6
2020,2,6,Coastal Carolina,Sun Belt,1,0,170.909,85.455,7,1.000,0.696,0.304,1.007,380.000,209.091,38,23,10,11,-85.455,29
2020,2,7,Louisiana,Sun Belt,1,0,165.152,82.576,8,1.000,0.728,0.272,0.902,281.818,116.667,31,14,11,12,-82.576,28
2020,2,7,Southern Miss,Conference USA,0,1,-80.909,-40.455,7,0.000,0.393,-0.393,-1.233,210.000,290.909,21,32,10,11,40.455,4
2020,2,8,Miami,ACC,1,0,130.769,65.385,9,1.000,0.695,0.305,1.008,238.462,107.692,31,14,13,13,-65.385,27
2020,2,9,Louisville,ACC,1,0,116.667,58.333,10,1.000,0.654,0.346,1.145,291.667,175.000,35,21,12,12,-58.333,26
2020,2,9,Navy,American Athletic,0,1,-435.256,-117.628,9,0.000,0.153,-0.153,-0.480,23.077,458.333,3,55,13,12,117.628,2
2020,2,10,App State,Sun Belt,1,0,109.848,54.924,11,1.000,0.645,0.355,1.177,291.667,181.818,35,20,12,11,-54.924,25
2020,2,10,Middle Tennessee,Conference USA,0,1,-700.000,-233.333,10,0.000,0.053,-0.053,-0.168,0.000,700.000,0,42,7,6,233.333,1
2020,2,12,Notre Dame,ACC,1,0,99.359,49.679,12,1.000,0.657,0.343,1.136,207.692,108.333,27,13,13,12,-49.679,24
2020,2,14,Georgia Tech,ACC,1,0,27.273,13.636,16,1.000,0.547,0.453,1.499,145.455,118.182,16,13,11,11,-13.636,19
2020,2,15,South Alabama,Sun Belt,1,1,24.638,19.277,14,0.500,0.541,-0.041,-0.137,233.333,208.696,56,48,24,23,-9.639,18
2020,2,16,Tulane,American Athletic,1,0,23.077,42.354,13,1.000,0.700,0.300,0.993,207.692,184.615,27,24,13,13,19.277,13
2020,2,17,UTSA,Conference USA,1,0,17.647,-0.506,17,1.000,0.498,0.502,1.662,300.000,282.353,51,48,17,17,-18.153,20
2020,2,18,Texas State,Sun Belt,0,2,-24.516,-18.153,20,0.000,0.464,-0.464,-1.540,240.000,264.516,72,82,30,31,9.077,17
2020,2,19,Arkansas State,Sun Belt,1,1,-26.167,-18.376,21,0.500,0.464,0.036,0.117,245.833,272.000,59,68,24,25,9.188,16
2020,2,20,Florida State,ACC,0,1,-27.273,-13.636,18,0.000,0.453,-0.453,-1.503,118.182,145.455,13,16,11,11,13.636,15
